stop_lat,stop_code,stop_lon,stop_url,stop_id,stop_desc,stop_name,location_type,zone_id
37.71749,17078,-122.47744,https://SFMTA.com/17078,7078,,Juan Bautista Cir & Font Blvd,0,
37.738182,15450,-122.450712,https://SFMTA.com/15450,5450,,555 Myra Way,0,
37.7382,15451,-122.450884,https://SFMTA.com/15451,5451,,555 Myra Way,0,
37.761094,13340,-122.432688,https://SFMTA.com/13340,3340,,18th St & Noe St,0,
37.740905,17077,-122.384564,https://SFMTA.com/17077,7077,,Evans Ave & Mendell St,0,
37.737727,15454,-122.451732,https://SFMTA.com/15454,5454,,Myra Way & Molimo Dr,0,
37.739244,15455,-122.450357,https://SFMTA.com/15455,5455,,Myra Way & Omar Way,0,
37.761228,13344,-122.430464,https://SFMTA.com/13344,3344,,18th St & Sanchez St,0,
37.761094,13345,-122.430682,https://SFMTA.com/13345,3345,,18th St & Sanchez St,0,
37.780982,14259,-122.467644,https://SFMTA.com/14259,4259,,Geary Blvd & 9th Ave,0,
37.780902,14258,-122.464377,https://SFMTA.com/14258,4258,,Geary Blvd & 6th Ave,0,
37.72338,16972,-122.40961,https://SFMTA.com/16972,6972,,Woolsey St & Bowdoin St,0,
37.72973,16970,-122.39525,https://SFMTA.com/16970,6970,,Williams Ave & Reddy St,0,
37.72349,16971,-122.40941,https://SFMTA.com/16971,6971,,Woolsey St & Bowdoin St,0,
37.719746,14253,-122.467937,https://SFMTA.com/14253,4253,,Garfield St & Vernon St,0,
37.781277,14255,-122.460938,https://SFMTA.com/14255,4255,,Geary Blvd & 3rd Ave,0,
37.719613,14254,-122.465452,https://SFMTA.com/14254,4254,,Garfield St & Victoria St,0,
37.72374,16978,-122.40841,https://SFMTA.com/16978,6978,,Woolsey St & Hamilton St,0,
37.781045,14256,-122.461156,https://SFMTA.com/14256,4256,,Geary Blvd & 3rd Ave,0,
37.78464,15533,-122.40393,https://SFMTA.com/15533,5533,,Mission St & 4th St,0,
37.78597,15532,-122.40249,https://SFMTA.com/15532,5532,,Mission St & 3rd St,0,
37.78651,15531,-122.40157,https://SFMTA.com/15531,5531,,Mission St & 3rd St,0,
37.78787,15530,-122.39985,https://SFMTA.com/15530,5530,,Mission St & 2nd St,0,
37.78119,15537,-122.40831,https://SFMTA.com/15537,5537,,Mission St & 6th St,0,
37.782725,15536,-122.40664,https://SFMTA.com/15536,5536,,Mission St & 5th St,0,
37.782716,15535,-122.406525,https://SFMTA.com/15535,5535,,Mission St & 5th St,0,
37.78436,15534,-122.40452,https://SFMTA.com/15534,5534,,Mission St & 4th St,0,
37.77897,15539,-122.41135,https://SFMTA.com/15539,5539,,Mission St & 7th St,0,
37.78075,15538,-122.4091,https://SFMTA.com/15538,5538,,Mission St & 6th St,0,
37.73199,15102,-122.37588,https://SFMTA.com/15102,5102,,Innes Ave & Griffith St,0,
37.80283,17181,-122.413978,https://SFMTA.com/17181,7181,,COLUMBUS AVE & CHESTNUT ST,0,
37.797849,17185,-122.407342,https://SFMTA.com/17185,7185,,BROADWAY & GRANT AVE,0,
37.765437,17186,-122.477209,https://SFMTA.com/17186,7186,,Lincoln Way & 19TH AVE,0,
37.734388,17187,-122.379358,https://SFMTA.com/17187,7187,,MIDDLE POINT RD & HARE ST,0,
37.730633,18053,-122.381389,https://SFMTA.com/18053,8053,,Ingalls St& LaSalle Ave,0,
37.728665,18052,-122.373086,https://SFMTA.com/18052,8052,,Kirkwood Ave & Earl St,0,
37.732915,15103,-122.377229,https://SFMTA.com/15103,5103,,Innes Ave & Hunters Point Blvd,0,
37.823031,18019,-122.375055,https://SFMTA.com/18019,8019,,9th St & Ave B,0,
37.816311,18018,-122.372011,https://SFMTA.com/18018,8018,,Shoreline Access Road,0,
37.816453,18017,-122.371575,https://SFMTA.com/18017,8017,,Shoreline Access Road,0,
37.758231,18015,-122.443918,https://SFMTA.com/18015,8015,,Market St & Clayton St,0,
37.72312,18014,-122.452132,https://SFMTA.com/18014,8014,,Ocean Ave & Geneva Ave,0,
37.740966,18013,-122.401623,https://SFMTA.com/18013,8013,,Oakdale Ave & Toland St,0,
37.795724,18012,-122.446965,https://SFMTA.com/18012,8012,,Lyon St & Union St,0,
37.710981,16573,-122.413024,https://SFMTA.com/16573,6573,,Sunnydale Ave & Garrison Ave,0,
37.710007,16570,-122.409521,https://SFMTA.com/16570,6570,,Sunnydale Ave & Cora St,0,
37.73446,14388,-122.433839,https://SFMTA.com/14388,4388,,Diamond St & Chenery St,0,
37.70986,16576,-122.40851,https://SFMTA.com/16576,6576,,Sunnydale Ave & Rutland St,0,
37.712419,16577,-122.418177,https://SFMTA.com/16577,6577,,Sunnydale Ave & Santos St,0,
